SentenceID,sentence,source,IntervsIntra,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CauseEffect Answer,Model Answer CE,EXPorIMP,sentential_scope,Evaluation,Primary Error,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope,Model,Prompt style,Score,CauseEffect_is_list,Exact Match
5791,A Philadelphia judge today found a former Kraft Foods company employee guilty of murder in a workplace rampage exactly two years ago in Northeast Philadelphia that left two women dead and a third employee wounded .,ECI-B_ESC_EN.csv,Intrasentencial,implicit,Yes,,2f,"[('a workplace rampage that left deaths', 'the judge found the employee guilty of murder'), ('a workplace rampage', 'two women died'), ('a workplace rampage', 'an employee was wounded')]","[('workplace rampage', 'left two women dead'), ('workplace rampage', 'a third employee wounded')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.67,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1613,"""Stopping the transmission of HIV, the virus that causes AIDS, is the foundation's number one global health priority,"" affirmed Dr. Helene Gayle, senior advisor on HIV/AIDS for the Bill & Melinda Gates Foundation.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'causes']",2a,"[('virus', 'aids')]","[('Stopping the transmission of HIV', 'the virus that causes AIDS'), ('Stopping the transmission of HIV', ""is the foundation's number one global health priority"")]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
7859,I wrote a thank-you note to my grandmother. She sent me a gift.,copa,Intersentential,implicit,No,,2d,"[('She sent me a gift', 'I wrote a thank-you note to my grandmother')]","[('I wrote a thank-you note to my grandmother', 'She sent me a gift')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
7579,"For any claim, you'll need to fill in a 'P87' form and send it off. IMPORTANT - you can do it yourself for FREE. We've heard reports of claims handlers offering to do this for you, particularly on Facebook, then taking a cut.",fincausal.csv,Intrasentencial,implicit,No,,2b,"[('""for any claim"",', '""you\'ll need to fill in a \'p87\' form and send it off""]')]","[(""you'll need to fill in a 'P87' form and send it off"", 'you can do it yourself for FREE'), ('claims handlers offering to do this for you', 'taking a cut')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
1837,"As the general counsel of R.J. Reynolds Tobacco Co., Ramm knew that the surgeon general's report had convinced more people that smoking caused cancer.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('smoking', 'cancer')]","[(""the surgeon general's report"", 'convinced more people that smoking caused cancer')]",['explicit'],['intrasentential'],0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
1264,"On April 11, 2007, Kurt Vonnegut, Jr. died of brain injuries caused by a fall that happens weeks prior in his Manhattan home.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('fall', 'brain_injuries')]","[('a fall that happens weeks prior in his Manhattan home', 'brain injuries'), ('brain injuries', 'Kurt Vonnegut, Jr. died')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
6390,What this means is that the People's Bank of China (PBOC) still has mountains of gold to buy before its finances are adequately diversified.,fincausal.csv,Intrasentencial,implicit,No,,2b,"[(""pboc hasn't yet bought enough gold"", 'its finances are not yet adequately diversified')]","[(""the People's Bank of China (PBOC) still has mountains of gold"", 'finances are adequately diversified')]",['implicit'],['intrasentential'],0,Switch Cause and Effect / Contradiction,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4219,"Since high rainfall is caused by either increased demand or supply and given the direct effect of supply on rainfall, high rainfall would more likely imply there was an increase in supply.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,"['Since', 'caused']",2e,"[('increased demand', 'high rainfall'), ('increase in supply', 'high rainfall'), ('increase in supply', 'direct')]","[('high rainfall', 'caused by either increased demand or supply'), ('supply', 'direct effect on rainfall'), ('high rainfall', 'more likely imply there was an increase in supply')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4288,"Given the configuration that drinking coffee results in the wife setting the alarm (an action that itself triggers the ringing), if the alarm rings, it is more likely that coffee was indeed consumed, as this is a key instigator in the described causal sequence.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,['results in'],2e,"[('drinking coffee', 'wife setting the alarm'), ('wife setting the alarm', 'alarm rings')]","[('drinking coffee', 'the wife setting the alarm'), ('the wife setting the alarm', 'the ringing'), ('coffee was indeed consumed', 'alarm rings'), ('drinking coffee', 'key instigator in the described causal sequence')]","['explicit', 'explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
3767,"Assuming high infant mortality does not necessarily correlate more strongly to maternal smoking, given that some of the highest mortality rates are observed in non-smoking cases, which suggests that smoking is not the likely cause even under these conditions.",CausalBench_Text_Part.csv,intrasentencial,explicit,No,['cause'],2a,"[('maternity smoking', 'high infant mortality')]","[('high infant mortality does not necessarily correlate more strongly to maternal smoking', 'smoking is not the likely cause'), ('some of the highest mortality rates are observed in non-smoking cases', '')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5522,"Since the probability of low cholesterol even with drug intake is only 34% and 27% are taking drugs, while 14% is the low cholesterol rate without taking drugs, aggregating these probabilities (considering the majority of people did not take drugs) signifies that overall, low cholesterol is less likely than high cholesterol.",CausalBench_Text_Part.csv,Intrasentencial,implicit,No,,2b,"[('aggregated low-cholesterol probabilities', 'low cholesterol is less likely than high cholesterol')]","[('probability of low cholesterol even with drug intake is only 34%', 'aggregating these probabilities signifies that overall, low cholesterol is less likely than high cholesterol'), ('27% are taking drugs', ''), ('14% is the low cholesterol rate without taking drugs', '')]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
2262,"It can also cause skin flushing or hot flashes, which is caused by widening of blood vessels.",CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused']",2e,"[('widening_of_blood_vessels', 'skin_flushing'), ('widening_of_blood_vessels', 'hot_flashes')]","[('It', 'skin flushing'), ('It', 'hot flashes'), ('widening of blood vessels', 'which is caused by widening of blood vessels')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
3952,The <e1>women</e1> that caused the <e2>accident</e2> was on the cell phone and ran thru the intersection without pausing on the median.,Semeval2010Task8.csv,intrasentencial,explicit,No,['caused'],2a,"[('the women', 'accident')]","[('The women that caused the accident', 'was on the cell phone'), ('The women that caused the accident', 'ran thru the intersection without pausing on the median')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
8746,"""Older age was common among patients on hemodialysis. This circumstance precipitated a reduction in both muscle strength and nervous system performance. As diminished function took hold, the likelihood of developing locomotive syndrome (LoS) rose. For this reason, those with advanced age required additional preventive strategies for LoS.""",PubMed,Intersentential,explicit,Yes,"""precipitated"", ""As...took hold"", ""For this reason""",2g,"[('older age', 'reduction in function'), ('reduction in function', 'likelihood of developing LoS'), ('likelihood of developing LoS', 'need for preventive strategies')]","[('Older age', 'required additional preventive strategies for LoS'), ('This circumstance', ''), ('diminished function', ''), ('those with advanced age', '')]","['explicit', 'explicit', 'explicit', 'explicit']","['intersentential', 'intersentential', 'intersentential', 'intersentential']",0.5,Incorrect matching,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1923,This summer's recall of 25 million pounds of Hudson Foods Inc. ground beef has focused new attention on meat safety and how to guard against illnesses caused by such foodborne bacteria as E. coli and salmonella.,CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('foodborne_bacteria', 'illnesses')]","[('recall of 25 million pounds of Hudson Foods Inc. ground beef', 'focused new attention on meat safety'), ('recall of 25 million pounds of Hudson Foods Inc. ground beef', 'how to guard against illnesses'), ('illnesses', 'caused by such foodborne bacteria as E. coli and salmonella')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.5,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
7354,"Experts have detected changes in the orbit of North Korea's first spy satellite, Malligyong-1, indicating that Pyongyang is successfully controlling the spacecraft. The satellite recently conducted manoeuvres to raise its orbit, proving that it is operational and under North Korean control.",causalprobe.csv,Intrasentencial,implicit,No,,2b,"[('""north korea\'s control of the satellite""', '*""changes in the orbit of malligyong-1""* (specifically, altitude adjustments)')]","[(""Experts have detected changes in the orbit of North Korea's first spy satellite, Malligyong-1"", 'indicating that Pyongyang is successfully controlling the spacecraft'), ('The satellite recently conducted manoeuvres to raise its orbit', 'proving that it is operational'), ('The satellite recently conducted manoeuvres to raise its orbit', 'under North Korean control')]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
553,"When the speeding actually results in an accident, then the speeder will feel remorse and self loathing.",CauseNet-noncause.csv,Intrasentencial,explicit,No,['results in'],2a,"[('speeding', 'accident')]","[('the speeding actually results in an accident', 'the speeder will feel remorse'), ('the speeding actually results in an accident', 'self loathing')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
