S/N,sentence,source,IntervsIntra,CauseEffect,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CE,ModelCM,EXPorIMP,sentential_scope,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope
4723,"The Must Farm settlement, known as the Pompeii of the Fens, was a bronze age settlement built on stilts that was destroyed by a catastrophic fire after only nine months of occupation. The fire caused the roundhouses to collapse into the river below, preserving a wealth of artifacts due to charring and waterlogging. The excavation of the site provided valuable insights into bronze age life almost 3,000 years ago.",causalprobe.csv,intrasentencial,"[('catastrophic fire', 'destruction of the must farm settlement'), ('fire and collapse into river', 'preservation of artifacts through charring and waterlogging'), ('preservation of artifacts', 'valuable insights into bronze age life'), ('short occupation before destruction', 'exceptional snapshot of daily life nearly 3,000 years ago')]",explicit,Yes,"['caused', 'due to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
6142,"Following the implementation of a new recycling program, a city noted a rise in community participation in environmental initiatives, but surprisingly, an increase in waste production was also observed.",causalnet.csv,Intrasentencial,"[('implementation of a new recycling program', 'increase in waste production'), ('rise in community participation in environmental initiatives', 'increase in waste production')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
3577,"However, they concluded that high cognitive demand could cause beneficial cerebral recruitment failure, leading to cognitive impairment in patients with MS. Disability levels for patients with secondary progressive multiple sclerosis (SPMS) often worsens despite a stable MRI.",CauseNet-cause.csv,Intrasentencial,"[('high_cognitive_demand', 'beneficial_cerebral_recruitment_failure')]",explicit,No,"['cause', 'leading to']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
4371,"Because both tanning salon treatment and going to the beach can cause tanned skin, observed tanned skin could potentially be due to tanning salon treatment, especially if beach attendance is unconfirmed.",CausalBench_Text_Part.csv,intrasentencial,"[('tanning salon treatment', 'tanned skin'), ('going to the beach', 'tanned skin')]",explicit,Yes,"['Because', 'cause', 'due to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
6605,An intervention that guarantees the room is not dark aligns more with scenarios where coffee is consumed (50% darkness) rather than not consumed (84% darkness). This logic indicates that it's likely coffee consumption occurred if an intervention ensures the room remains light.,CausalBench_Text_Part.csv,Intrasentencial,"[('""if an intervention ensures the room remains light"",', '""it\'s likely coffee consumption occurred""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
4391,"Despite the final question disputing the impact of card games on lifespan, statistically, due to the extremely high prevalence of playing card games, it's more likely that someone with a long lifespan played card games simply because almost everyone does.",CausalBench_Text_Part.csv,intrasentencial,"[('high prevalence of playing card games', 'long lifespan'), ('long lifespan observed', 'more likely person played card games'), ('dispute of card game’s impact on lifespan', 'does not override statistical likelihood')]",explicit,Yes,"['due to', 'because']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
2495,The bacteria rarely overcomes the body's immune system and causes meningitis or another serious illness.,CauseNet-cause.csv,Intrasentencial,"[('bacteria', 'meningitis'), ('bacteria', 'serious_illness')]",explicit,Yes,"['cause', 'causes']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
666,It is similar to the earlier study regarding estimated theoretical infant mortality caused by DDT and subject to the criticism also mentioned earlier .,medcaus.csv,Intrasentencial,"[('DDT', 'estimated theoretical infant mortality')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
4694,"Westfield Bondi Junction mall in Sydney, Australia, is set to reopen after a deadly stabbing attack that resulted in six fatalities and several injuries. The mall will have increased security and police presence when it reopens, and some retailers may choose not to open immediately. The families of the victims have been given the opportunity to visit the site of the attack.",causalprobe.csv,intrasentencial,"[('deadly stabbing attack at westfield bondi junction mall', 'six fatalities and several injuries'), ('deadly stabbing attack at westfield bondi junction mall', 'temporary closure of the mall'), ('reopening of the mall', 'increased security and police presence'), ('some retailers’ choice', 'delayed reopening of certain stores'), ('families of victims visiting site', 'opportunity to grieve and pay respects')]",explicit,Yes,['resulted in'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
5965,"After the surrender of the Kut garrison on 29 April 1916 , the British Army in Mesopotamia underwent a major overhaul .",ECI-B_MAVEN-ERE_EN.csv,Intrasentencial,"[('the surrender of the kut garrison on 29 april 1916', 'the british army in mesopotamia underwent a major overhaul')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
2781,"This time, the tsunami has caused great damage and suffering.",CauseNet-cause.csv,Intrasentencial,"[('tsunami', 'suffering'), ('tsunami', 'great_damage')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
8810,"Several firefighters in the study were found to have personal, occupational, or cardiovascular risk factors. Because of these risk factors, blood pressure was often elevated in this group. Over time, this elevation resulted in more firefighters being diagnosed with hypertension. As hypertension became more common, new prevention and intervention strategies were needed.",PubMed,Intersentential,"[(""personal, occupational, or cardiovascular risk factors"", ""blood pressure was often elevated in this group""), (""this elevation"", ""more firefighters being diagnosed with hypertension""), (""hypertension became more common"", ""new prevention and intervention strategies were needed"")]",explicit,Yes,"""Because of"", ""resulted in"", ""As ... became""",2g,,,[],[],0.0,incorrect,incorrect,incorrect
6029,"The Area Festival was a music festival founded by popular electronic musician Moby , who asserted that he was `` in large part , inspired by the ethos of Lollapalooza '' , and wished to create a similarly `` genuinely eclectic , interesting , alternative music festival '' .",ECI-B_MAVEN-ERE_EN.csv,Intrasentencial,"[('inspired by ethos of lollapalooza', 'wished to create a similar music festival')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
2632,Obsessive compulsive disorder or OCD is an anxiety disorder that causes unwanted thoughts or behaviors that make them driven to do something (pubmed).,CauseNet-cause.csv,Intrasentencial,"[('anxiety_disorder', 'behaviors'), ('anxiety_disorder', 'unwanted_thoughts')]",explicit,Yes,"['cause', 'causes', 'drive', 'driven']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
7288,"Breckland Council in Norfolk will be implementing artificial intelligence (AI) technology, known as ""Bobbie, the Phone Bot,"" to assist residents with queries over the phone. The AI system will initially focus on providing information about council tax issues and will later expand to cover housing, business support, and planning matters. The council aims to free up customer service call handlers to handle more complex cases during regular office hours.",causalprobe.csv,Intrasentencial,"[('""the ai technology created by the council named bobbie the phone bot""', '""free time for customer service call handlers to handle more complex cases""')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
3287,The National Law Journal reports that a physician for the plaintiffs involved in Summers v. Certainteed Corp. and Nybeck v. Union Carbide Corp. expressed that their illnesses were caused both by asbestos exposure as well as smoking.,CauseNet-cause.csv,Intrasentencial,"[('smoking', 'illnesses'), ('asbestos_exposure', 'illnesses')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
2912,$13.00 See Price In Cart Qty Dust Mix Antigens - 1 OZ Dust Mix Antigens - 1 OZRead More Qty Price:Your Price:$13.00 See Price In Cart Reduces antigen sensitivity to relieve allergies caused by mold and dust.,CauseNet-cause.csv,Intrasentencial,"[('mold', 'allergies'), ('dust', 'allergies')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
8536,I walked barefoot on the beach. Sand stuck to my feet.,copa,Intersentential,"[(I walked barefoot on the beach.), (Sand stuck to my feet.)]",implicit,No,,2d,"[('I walked barefoot on the beach', 'Sand stuck to my feet')]",,['implicit'],['intersentential'],0.0,incorrect,correct,incorrect
5769,"He initially was imprisoned on February 1979 on three 10 - year sentences for rape of a child , aggravated rape of a child , and burglary of a building with the intent to commit theft .",ECI-B_ESC_EN.csv,Intrasentencial,"[('rape of a child', 'three 10-year sentences'), ('aggravated rape of a child', 'three 10-year sentences'), ('burglary of a building with the intent to commit theft', 'three 10-year sentences')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
7379,"The article discusses the work-life balance in five different countries based on factors such as statutory annual leave, minimum statutory sick pay, and paid maternity leave. It explores how each country's culture and policies contribute to a better work-life harmony.",causalprobe.csv,Intrasentencial,"[('""each country\'s culture and policies""', '""better work-life harmony""')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
8918,"Early age at menarche was associated with higher odds of depression compared to normative menarche timing. Consequently, females experiencing early menarche faced significantly elevated depression risk.",PubMed,Intersentential,"[(""early age at menarche associated with higher odds of depression vs normative timing"", ""females experiencing early menarche faced significantly elevated depression risk"")]",explicit,No,Consequently,2c,,,[],[],0.0,incorrect,incorrect,incorrect
5941,Eventually the barracks fell when the `` Guardias de Asalto '' brought up a 75 mm field gun to bombard the complex and its gate was opened by a sapper sergeant sympathetic to the Republican side .,ECI-B_MAVEN-ERE_EN.csv,Intrasentencial,"[('guardias de asalto brought up a 75 mm field-gun to bombard the complex', 'the barracks fell'), ('a sapper sergeant sympathetic to the republicans opened the gate', 'the barracks fell'), ('a sapper sergeant was sympathetic to the republican side', 'the sergeant opened the gate')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
7739,I hung up the phone. The caller said goodbye to me.,copa,Intersentential,"[(The caller said goodbye to me.), (I hung up the phone.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
5740,A Philadelphia judge today found a former Kraft Foods company employee guilty of murder in a workplace rampage exactly two years ago in Northeast Philadelphia that left two women dead and a third employee wounded .,ECI-B_ESC_EN.csv,Intrasentencial,"[('workplace rampage', 'found...guilty of murder')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
