sentence,source,id,sentence_count,negation_marker,causal_marker,implicit_vs_explicit,CE,multiple_c_e
"The ""H5N1 viruses from human infections and the closely related avian viruses isolated in 2004 and 2005 belong to a single genotype, often referred to as genotype Z."" The avian influenza subtypes that have been confirmed in humans, ordered by the number of known human deaths, are: H1N1 caused Spanish flu, H2N2 caused Asian Flu, H3N2 caused Hong Kong Flu, H5N1, H7N7, H9N2, H7N2, H7N3, H10N7.",CauseNet-cause.csv,,2,[],"['caused', 'caused', 'caused']",explicit,"[('h2n2', 'asian_flu'), ('h1n1', 'spanish_flu')]",Yes
"For patients with multiple sclerosis, it helps to ease muscle spasms and pain that the disease causes, and sometimes it also helps with tremors associated with MS. Another purpose for medical marijuana is for patients with glaucoma, where it helps to reduce pain and also decrease interlobular pressure; it can sometimes even prevent the disease from becoming worse.",CauseNet-cause.csv,,2,[],['causes'],explicit,"[('disease', 'pain'), ('disease', 'muscle_spasms')]",Yes
"Avis was often ill in the last year of her life and Judith Cook, in Dr. Simon Forman, a most notorious physician speculates that her death was due to tuberculosis, or septicaemia caused by a dead foetus, or a combination of both.",CauseNet-cause.csv,,2,[],"['due to', 'caused']",explicit,"[('tuberculosis', 'death'), ('septicaemia', 'death')]",Yes
"The ordinance in question, City of North Miami Ordinance No. 422.5, regulates the ownership of pit bulls by requiring their owners to carry insurance, post a surety bond, or furnish other evidence of financial responsibility in the amount of $300,000 to cover any bodily injury, death or property damage that may be caused by the dog.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('dog', 'death'), ('dog', 'property_damage'), ('dog', 'bodily_injury')]",Yes
"Davis, et al, eds.; also an international account, though its contributors are predominantly Californians, this informative 96-page effort describes infectious diseases caused by fungi, bacteria, nematodes, and viruses as well as noninfectious disorders related to pollution, allelopathy, bolting, mineral deficiencies and toxicities, pesticide-related injury, rib blight, tipburn, and others.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('bacteria', 'infectious_diseases'), ('viruses', 'infectious_diseases'), ('fungi', 'infectious_diseases')]",Yes
"""We have learned that cerebrovascular disease and Alzheimer's disease may work together to cause cognitive impairment and the mixed disorder may be the most common type of dementia in older persons,"" Dr. Philip B. Gorelick, who helped write the new scientific statement, said in the news release.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('cerebrovascular_disease', 'cognitive_impairment'), (""alzheimer_'s_disease"", 'cognitive_impairment')]",Yes
"In the early hours on Jan. 12, heavy rains caused mudslides and flooding that have kil... aid=13757Tue, 04 Jan 2011 00:00:00 GMT<img src=""http://www.hobartlacrossecamp.com/dailyUpdate/Resources/Res13397.jpg"" alt="""" /> William Smith Soccer Head Coach Aliceann Wilber P'13 appears in the latest edition of Sports Illustrated in Faces in the Crowd, which hit newsstands on Thursday, Dec.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('heavy_rains', 'flooding'), ('heavy_rains', 'mudslides')]",Yes
"Co. v. instructed courts to determine the reprehensibility of a defendant by considering whether: the harm caused was physical as opposed to economic; the tortious conduct evinced an indifference to or a reckless disregard of the health or safety of others; the target of the conduct had financial vulnerability; the conduct involved repeated actions or was an isolated incident; and the harm was the result of intentional malice, trickery, or deceit, or mere accident.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('deceit', 'harm'), ('intentional_malice', 'harm'), ('trickery', 'harm')]",Yes
"It may actually protect against liver damage caused by certain toxins or drugs such as acetaminophen, prednisone, etc. (SAMe should be given apart from meals.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('drugs', 'liver_damage'), ('toxins', 'liver_damage')]",Yes
"In a 2007 study, cardiologist Dr. Steven Nissen found that Avandia caused a 40 percent increase in the risk of cardiovascular disease, heart attack, stroke and death among those taking it.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('avandia', 'heart_attack'), ('avandia', 'death'), ('avandia', 'increase'), ('avandia', 'stroke')]",Yes
"To ensure good care, doctors need to complete a thorough health history and physical examination to distinguish whether depression or another ailment is the cause of the physical symptoms, says Dr. Rheumatologists need to consider that some patients may be suffering from both depression and arthritis.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('depression', 'physical_symptoms'), ('ailment', 'physical_symptoms')]",Yes
"Samsel v. Exempts from civil liability manufacturers, producers, packers, distributors, carriers, holders, sellers, marketers, and advertisers of food (as defined in 21 U.S.C. 321) or an association of one or more such entities for claims arising out of weight gain, obesity, a health condition associated with weight gain or obesity, or other generally known conditions allegedly caused or likely to result from the long-term consumption of food.",CauseNet-cause.csv,,2,['claims'],['caused'],explicit,"[('obesity', 'health_condition'), ('weight_gain', 'health_condition')]",Yes
"And these conditions can cause fatigue, muscle pain and spasms, loss of pain sensitivity, tremors. . . gee, all the symptoms that I have been struggling with!",CauseNet-cause.csv,,4,[],['cause'],explicit,"[('conditions', 'fatigue'), ('conditions', 'spasms'), ('conditions', 'muscle_pain')]",Yes
"At a meeting of a U.S. Food and Drug Administration (FDA) advisory committee, Dr. Sidney Wolfe, director of Public Citizen's Health Research Group, described how the drug causes such birth defects as malformations of the heart and brain, and can cause depression and create pressure in the brain in patients taking it.",CauseNet-cause.csv,,2,[],"['causes', 'cause']",explicit,"[('drug', 'birth_defects'), ('drug', 'depression')]",Yes
"Environmentalists need to focus on the big industries degrading salmon habitat rather than small businesses composed of people who probably should be supporting the environmental movement if it weren't for these repeated attempts to blame us for problems caused by dams, urbanization, pollution, and deforestation--all of which, by the way, subsidize Mr. Zuckerman's and any other Puget Sound resident's standard of living, making them equally as complicit in the decline of salmon runs as one of us trollers who takes the fish directly from the ocean.",CauseNet-cause.csv,,2,[],['caused'],explicit,"[('pollution', 'problems'), ('dams', 'problems'), ('urbanization', 'problems'), ('deforestation', 'problems')]",Yes
"G. L. c. ""If, as a result of such inquiry, the chief medical examiner or such designee is of the opinion that the death was due to violence or other unnatural means or to natural causes that require further investigation, he shall take jurisdiction.""",CauseNet-cause.csv,,2,[],"['as a result', 'due to', 'causes']",explicit,"[('violence', 'death'), ('natural_causes', 'death')]",Yes
"The list of emergency cases which fall under the jurisdiction of trailer insurance company usually includes: damages and losses due to collisions and accidents; damages due to vandalism and theft; damages or losses because of poor road coverage or roadside inescapable perils (stones, tree branches, etc.); damage caused by wild animals; losses and damages caused by natural phenomena like floods, hurricanes, storms, landslides, and so on.",CauseNet-cause.csv,,2,[],"['due to', 'due to', 'because', 'caused', 'caused']",explicit,"[('wild_animals', 'damage'), ('natural_phenomena', 'losses')]",Yes
"Death Of Mrs D Echeverria Mrs. Mariana Echeverria, wife of Donicio Echeverria, and sister of Mrs. Pedro Seminario, passed away at her home here, May 20th, death resulting from pneumonia, caused by the flu.",CauseNet-cause.csv,,3,[],['caused'],explicit,"[('pneumonia', 'death'), ('flu', 'death')]",Yes
"""We know a great deal about Vioxx that is currently protected,"" stated Mr. ""We have documents that the FDA has never seen that go back as far as 1996-1997 that indicates that Merck knew full well that Vioxx would cause heart attacks and strokes.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('vioxx', 'heart_attacks'), ('vioxx', 'strokes')]",Yes
"Problem Addressed: According to the American Trauma Society, trauma is the No. 1 cause of death and disability in the first half of life everywhere in the world.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('trauma', 'death'), ('trauma', 'disability')]",Yes
On Fox News Dr. Isadore Rosenfeld discussed the new Italian Study on how aspartame causes leukemia and lymphoma.,CauseNet-cause.csv,,2,[],['causes'],explicit,"[('aspartame', 'leukemia'), ('aspartame', 'lymphoma')]",Yes
"It is easy to reel off statistics about the health hazards of tobacco consumption -- tobacco consumption is a leading cause of death among Indians aged 30-69 and 1 million Indians die from smoking-related diseases each year in India ; among all women, 11% (over 54 million women) use some form of tobacco ; approximately 1 in 20 (or 90,000) deaths among women 35-69 years old can be attributed to smoking ; tobacco use causes lung and other cancers, respiratory/heart disease, heart attacks, and other diseases.; smokeless tobacco causes oral cancer, pancreatic cancer, increased blood pressure /heart rate and adverse reproductive outcomes ; consumption of smokeless tobacco during pregnancy decreases gestational age at birth and decreases birth weight.",CauseNet-cause.csv,,2,[],"['cause', 'causes', 'causes']",explicit,"[('smokeless_tobacco', 'oral_cancer'), ('tobacco_use', 'cancers'), ('tobacco_use', 'lung')]",Yes
"'The Clo2 Room Shocker(TM) is ideal for the hospitality industry because it works quickly and effectively to remove odors caused by cigarette and cigar smoke, mildew, vomit, garbage and even pets,' said J.C. Baselli, owner-partner of Biocide Systems.",CauseNet-cause.csv,,2,[],"['because', 'caused']",explicit,"[('mildew', 'odors'), ('vomit', 'odors')]",Yes
"A variation of this approach is the coffee enema, a technique devised in the 1940s by Dr. Max Gerson to treat cancer, which, he believed, was caused by artificial ingredients, environmental pollution, sugar, starch and salt.",CauseNet-cause.csv,,2,['believed'],['caused'],explicit,"[('sugar', 'cancer'), ('environmental_pollution', 'cancer')]",Yes
History: P.A. 76-308 made provision for the division of common profits and assessment of common expenses according to the percentage to undivided interest in the common elements and provided that damage caused by negligence or wilful misconduct shall be specially assessed against the unit owner causing such damages if the condominium instruments so provide; P.A. 80-370 added provisos in Subsecs.,CauseNet-cause.csv,,3,[],['caused'],explicit,"[('negligence', 'damage'), ('wilful_misconduct', 'damage')]",Yes
"When this devastating condition occurs, and there is a possibility that the condition is a result of negligence or medical malpractice, consult with New York medical malpractice attorney Walter G. Alton, Jr., Esq. a well-respected and experienced trial attorney who will thoroughly investigate and evaluate the cause of the cerebral palsy, and determine whether there is a lawsuit to be prosecuted on your behalf or on behalf of your infant or loved one.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('negligence', 'condition'), ('medical_malpractice', 'condition')]",Yes
"""Knowing that viruses can cause or progress certain diseases and cancers will now allow us to develop specific drugs targeting these viruses so that cancer treatment will become more effective,"" Prof. Leurs said at the symposium.",CauseNet-cause.csv,,2,[],['cause'],explicit,"[('viruses', 'diseases'), ('viruses', 'cancers')]",Yes
